"FirstName","Surname","PositionsList","Team","Cost","PointsLastRound","TotalPoints","TransfersOut","YellowCards","GoalsConceded","GoalsConcededPoints","GoalsScored","GoalsScoredPoints","TransfersOutRound","PriceRise","PriceFallRound","LastSeasonPoints","PriceFall","PenaltiesMissed","Form","Bonus","CleanSheets","CleanSheetPoints","Assists","SelectedByPercent","TransfersIn","OwnGoals","MinutesPlayed","TransfersInRound","PriceRiseRound","RedCards","Week","Season"
"Danny","Welbeck","FWD","BHA",5500000,0,89,269252,0,18,0,6,0,0,0,0,89,0,1,0,15,6,0,4,0.6,299406,0,1541,0,0,0,"37",2020
"Timo","Werner","FWD","CHE",9200000,1,128,4521382,2,29,0,6,0,0,-3,0,128,3,0,1,7,13,0,12,10.8,2079800,0,2598,0,0,0,"37",2020
"Ashley","Westwood","MID","BUR",5300000,2,112,119930,7,55,0,3,0,0,-2,0,112,2,0,2,5,11,0,4,0.7,107366,0,3410,0,0,0,"37",2020
"Ben","White","DEF","BHA",4500000,1,104,297599,3,44,0,0,0,0,0,0,104,0,0,1,5,12,0,0,1.9,321865,0,3192,0,0,1,"37",2020
"Georginio","Wijnaldum","MID","LIV",5300000,3,97,251629,1,39,0,2,0,0,-2,0,97,2,0,3,3,10,0,1,1.2,180202,0,2938,0,0,0,"37",2020
NA,"Willian","MID","ARS",7500000,0,78,1379122,0,17,0,1,0,0,-5,0,78,5,0,0,9,3,0,7,2.7,810536,0,1398,0,0,0,"37",2020
"Joseph","Willock","MID","NEW",4900000,8,79,34802,1,18,0,8,0,0,-1,0,79,1,1,8,5,4,0,0,4.1,358152,0,1210,0,0,0,"37",2020
"Callum","Wilson","FWD","NEW",6500000,0,134,4504514,2,37,0,12,0,0,0,0,134,0,0,0,22,5,0,6,5.1,4097548,0,2081,0,0,0,"37",2020
"Chris","Wood","FWD","BUR",6600000,2,138,555458,0,43,0,12,0,0,1,0,138,-1,0,2,16,9,0,3,5.6,834276,0,2741,0,0,0,"37",2020
"Wilfried","Zaha","MID","CRY",7100000,2,136,4470186,6,52,0,11,0,0,1,0,136,-1,0,2,11,6,0,4,9.9,4315189,0,2612,0,0,0,"37",2020
"Kurt","Zouma","DEF","CHE",5300000,0,108,2248361,3,25,0,5,0,0,3,0,108,-3,0,0,6,9,0,0,8,2559577,0,2027,0,0,0,"37",2020
"Che","Adams","FWD","SOU",6500000,1,103,1033747,0,40,0,7,0,0,-5,0,103,5,0,0,11,5,0,4,2.6,1093888,0,2034,0,0,0,"37",2021
"Rayan","Ait Nouri","DEF","WOL",4100000,1,87,325163,4,26,0,1,0,0,-4,0,87,4,0,0,10,7,0,4,1.3,385429,0,1826,0,0,0,"37",2021
"Kristoffer","Ajer","DEF","BRE",4400000,1,81,136461,5,32,0,1,0,0,-1,0,81,1,0,0,5,8,0,3,0.7,136468,0,1995,0,0,0,"37",2021
"Trent","Alexander-Arnold","DEF","LIV",8400000,2,208,3985324,2,22,0,2,0,0,9,0,208,-9,0,0,32,18,0,12,37.9,4467728,0,2853,0,0,0,"37",2021
"Marcos","Alonso","DEF","CHE",5700000,0,128,3196283,8,22,0,4,0,0,2,0,128,-2,0,0,14,9,0,5,15.3,4009140,0,2164,0,0,0,"37",2021
"Joachim","Andersen","DEF","CRY",4700000,9,124,152589,4,37,0,0,0,0,2,0,124,-2,0,0,14,12,0,4,2.7,352240,1,2914,0,0,0,"37",2021
"Michail","Antonio","FWD","WHU",7300000,7,140,7847889,6,43,0,10,0,0,-2,0,140,2,1,0,14,7,0,10,24.3,7618487,0,2975,0,0,1,"37",2021
"Jordan","Ayew","FWD","CRY",5800000,0,77,362841,2,31,0,3,0,0,-2,0,77,2,0,0,3,9,0,4,1,374485,0,2012,0,0,0,"37",2021
"Cesar","Azpilicueta","DEF","CHE",5600000,2,87,1022389,3,23,0,1,0,0,-4,0,87,4,0,0,2,7,0,3,3.3,905299,0,2067,0,0,0,"37",2021
"Harvey","Barnes","MID","LEI",6500000,6,137,1313969,2,30,0,6,0,0,-5,0,137,5,0,0,10,8,0,12,4.2,714022,0,2095,0,0,0,"37",2021
"Jan","Bednarek","DEF","SOU",4400000,0,94,267883,10,52,0,4,0,0,-1,0,94,1,0,0,15,7,0,0,1.4,296247,1,2629,0,0,0,"37",2021
"Said","Benrahma","MID","WHU",5900000,0,138,4288183,0,27,0,8,0,0,-1,0,138,1,0,0,15,9,0,6,10.7,4289826,0,2162,0,0,0,"37",2021
NA,"Bernardo","MID","MCI",7e+06,2,155,3450935,6,23,0,8,0,0,0,0,155,0,0,0,15,16,0,8,14,4431646,0,2856,0,0,0,"37",2021
"Jarrod","Bowen","MID","WHU",6900000,2,206,3652007,6,46,0,12,0,0,4,0,206,-4,0,0,24,8,0,17,15,4802662,0,2987,0,0,0,"37",2021
"Armando","Broja","FWD","SOU",5300000,0,92,1840563,2,37,0,6,0,0,3,0,92,-3,0,0,11,5,0,2,7.9,2475672,0,1969,0,0,0,"37",2021
"Josh","Brownhill","MID","BUR",4300000,2,92,887431,10,45,0,2,0,0,-2,0,92,2,0,0,8,7,0,3,3.6,878097,0,2952,0,0,0,"37",2021
NA,"Buendia","MID","AVL",6100000,2,107,553313,1,32,0,4,0,0,-4,0,107,4,0,0,8,7,0,6,1.3,245664,0,1887,0,0,0,"37",2021
"Dan","Burn","DEF","NEW",4400000,2,92,213973,8,30,0,1,0,0,-1,0,92,1,0,0,6,9,0,1,1.1,309113,0,2461,0,0,0,"37",2021
"Joao Pedro Cavaco","Cancelo","DEF","MCI",7200000,1,201,2892649,7,25,0,1,0,0,12,0,201,-12,0,0,27,19,0,11,41.4,5714818,0,3227,0,0,0,"37",2021
"Sergi","Canos","MID","BRE",5500000,3,81,455260,6,36,0,3,0,0,0,0,81,0,0,0,5,8,0,3,1,419588,1,2077,0,0,1,"37",2021
"Matthew","Cash","DEF","AVL",5300000,7,147,1193273,8,50,0,4,0,0,3,0,147,-3,0,0,11,13,0,3,11.5,2025221,0,3377,0,0,0,"37",2021
"Timothy","Castagne","DEF","LEI",5300000,6,75,214033,1,30,0,1,0,0,-2,0,75,2,0,0,6,6,0,0,1.5,257794,0,2124,0,0,0,"37",2021
"Trevoh","Chalobah","DEF","CHE",4700000,0,99,911068,2,9,0,3,0,0,-3,0,99,3,0,0,11,9,0,1,2.4,965891,0,1447,0,0,0,"37",2021
"Conor","Coady","DEF","WOL",4700000,1,138,1635017,4,43,0,4,0,0,2,0,138,-2,0,0,10,11,0,0,13.4,2263674,0,3361,0,0,0,"37",2021
"Seamus","Coleman","DEF","EVE",4900000,0,79,189438,4,50,0,1,0,0,-1,0,79,1,0,0,6,7,0,1,1,215011,1,2656,0,0,0,"37",2021
"Maxwel","Cornet","MID","BUR",5800000,9,104,569245,2,24,0,9,0,0,-2,0,104,2,1,0,9,5,0,2,0.8,620482,0,1764,0,0,0,"37",2021
NA,"Coutinho","MID","AVL",7100000,8,83,2323243,0,17,0,5,0,0,1,0,83,-1,0,0,7,7,0,3,10.6,3249482,0,1327,0,0,0,"37",2021
"Aaron","Cresswell","DEF","WHU",5400000,1,115,1977338,3,38,0,2,0,0,-1,0,115,1,0,0,17,7,0,4,7.9,1231696,0,2726,0,0,0,"37",2021
"Marc","Cucurella","DEF","BHA",4900000,2,126,567343,6,39,0,1,0,0,-1,0,126,1,0,0,21,11,0,1,4.1,902819,0,3089,0,0,0,"37",2021
"Stuart","Dallas","MID","LEE",4900000,0,80,1184311,5,66,0,1,0,0,-6,0,80,6,0,0,6,5,0,1,2.7,301722,0,2920,0,0,0,"37",2021
"Ben","Davies","DEF","TOT",4500000,6,105,279419,6,30,0,1,0,0,0,0,105,0,0,0,3,12,0,2,3.1,521494,0,2537,0,0,0,"37",2021
"Craig","Dawson","DEF","WHU",4900000,1,90,176739,4,43,0,2,0,0,-1,0,90,1,0,0,1,6,0,3,0.8,212517,0,2752,0,0,1,"37",2021
"Kevin","De Bruyne","MID","MCI",12100000,6,196,2123075,2,22,0,15,0,0,1,0,196,-1,0,0,33,13,0,8,18.6,3527855,0,2196,0,0,0,"37",2021
"Leander","Dendoncker","MID","WOL",4600000,2,76,67799,4,29,0,2,0,0,-4,0,76,4,0,0,5,5,0,3,0.3,74263,0,1945,0,0,0,"37",2021
"Emmanuel","Dennis","FWD","WAT",5800000,0,134,5110737,7,60,0,10,0,0,8,0,134,-8,0,0,21,3,0,7,20,6588914,0,2579,0,0,1,"37",2021
NA,"Dias","DEF","MCI",6200000,0,141,3554820,5,18,0,2,0,0,2,0,141,-2,0,0,12,14,0,5,15.5,2625667,0,2401,0,0,0,"37",2021
"Eric","Dier","DEF","TOT",4700000,6,132,1288484,1,30,0,0,0,0,2,0,132,-2,0,0,7,16,0,1,6.5,1598682,1,3071,0,0,0,"37",2021
"Lucas","Digne","DEF","AVL",5e+06,4,83,2123002,6,42,0,0,0,0,-5,0,83,5,0,0,8,7,0,4,5.9,1209188,1,2440,0,0,0,"37",2021
"Abdoulaye","Doucoure","MID","EVE",5300000,1,90,854757,6,47,0,2,0,0,-2,0,90,2,0,0,8,5,0,5,1.2,846803,0,2536,0,0,0,"37",2021
NA,"Douglas Luiz","MID","AVL",4300000,2,89,553863,7,38,0,2,0,0,-2,0,89,2,0,0,3,10,0,3,1.9,621406,0,2715,0,0,0,"37",2021
"Lewis","Dunk","DEF","BHA",4800000,2,92,658755,3,33,0,1,0,0,-2,0,92,2,0,0,7,10,0,0,2.3,357320,0,2573,0,0,1,"37",2021
"Odsonne","Edouard","FWD","CRY",6e+06,1,87,1469963,4,19,0,6,0,0,-5,0,87,5,0,0,9,9,0,4,2.9,1672653,0,1554,0,0,0,"37",2021
"Mohamed","Elyounoussi","MID","SOU",5400000,2,90,61999,4,35,0,4,0,0,-1,0,90,1,0,0,6,8,0,3,0.2,68854,0,2039,0,0,0,"37",2021
NA,"Emerson Royal","DEF","TOT",4600000,6,102,335375,5,26,0,1,0,0,-4,0,102,4,0,0,8,10,0,1,2.5,548967,0,2282,0,0,0,"37",2021
NA,"Fabinho","MID","LIV",5400000,0,97,231852,7,18,0,5,0,0,-1,0,97,1,0,0,7,15,0,1,0.9,210957,0,2311,0,0,0,"37",2021
NA,"Fernandes","MID","MUN",11600000,1,151,5596231,10,54,0,10,0,0,-4,0,151,4,2,0,15,8,0,7,13.5,2639954,0,3110,0,0,0,"37",2021
"Phil","Foden","MID","MCI",7900000,2,137,2470123,1,16,0,9,0,0,-1,0,137,1,0,0,11,13,0,6,7.6,2916929,0,2125,0,0,0,"37",2021
"Pablo","Fornals","MID","WHU",5900000,2,117,590788,4,38,0,6,0,0,-1,0,117,1,0,0,5,8,0,4,1.3,617175,0,2795,0,0,0,"37",2021
"Ryan","Fraser","MID","NEW",5100000,0,78,238527,3,23,0,2,0,0,-4,0,78,4,0,0,8,5,0,5,0.3,247027,0,1459,0,0,0,"37",2021
NA,"Fred","MID","MUN",4900000,2,93,373780,5,31,0,4,0,0,-1,0,93,1,0,0,8,7,0,5,0.8,382905,1,2026,0,0,0,"37",2021
NA,"Gabriel","DEF","ARS",5300000,8,146,1014553,6,38,0,5,0,0,3,0,146,-3,0,0,16,13,0,0,7.4,1601760,0,3063,0,0,1,"37",2021
"Conor","Gallagher","MID","CRY",6e+06,3,140,3852922,10,38,0,8,0,0,5,0,140,-5,0,0,16,11,0,6,11.2,4656284,0,2843,0,0,0,"37",2021
"Anthony","Gordon","MID","EVE",4700000,1,100,366043,4,40,0,4,0,0,2,0,100,-2,0,0,9,7,0,3,5.7,874372,0,2277,0,0,0,"37",2021
"Demarai","Gray","MID","EVE",5400000,2,106,2920714,3,39,0,5,0,0,-1,0,106,1,0,0,3,6,0,5,5.2,3188458,0,2336,0,0,0,"37",2021
"Jack","Grealish","MID","MCI",7500000,0,86,2586079,3,8,0,3,0,0,-5,0,86,5,0,0,2,15,0,3,7.1,1269586,0,1910,0,0,0,"37",2021
"Pascal","Gro?","MID","BHA",5600000,13,88,210743,1,24,0,2,0,0,-4,0,88,4,1,0,7,8,0,5,0.3,181447,0,2033,0,0,0,"37",2021
"Marc","Guehi","DEF","CRY",4500000,0,123,276706,4,43,0,2,0,0,0,0,123,0,0,0,8,11,0,1,2,416457,0,3222,0,0,0,"37",2021
"Ilkay","Gundogan","MID","MCI",7100000,14,124,1198893,1,10,0,8,0,0,-4,0,124,4,0,0,10,14,0,5,2.6,735419,0,1851,0,0,0,"37",2021
"Jack","Harrison","MID","LEE",5500000,10,117,545835,3,68,0,8,0,0,-5,0,117,5,0,0,12,3,0,1,1.5,323438,0,2638,0,0,0,"37",2021
"Kai","Havertz","MID","CHE",7900000,7,112,2224577,3,18,0,8,0,0,-6,0,112,6,0,0,5,10,0,4,5.8,1767599,0,1802,0,0,0,"37",2021
"Jordan","Henderson","MID","LIV",4900000,2,110,448376,3,22,0,2,0,0,-1,0,110,1,0,0,9,15,0,5,1.8,504006,0,2592,0,0,0,"37",2021
"Rico","Henry","DEF","BRE",4500000,2,108,276061,2,41,0,3,0,0,0,0,108,0,0,0,4,9,0,0,1.2,303575,0,2775,0,0,0,"37",2021
"Pierre-Emile","H?jbjerg","MID","TOT",4800000,3,109,709395,3,34,0,2,0,0,-2,0,109,2,0,0,6,16,0,3,2.6,673058,0,3196,0,0,0,"37",2021
"Hee-Chan","Hwang","FWD","WOL",5400000,2,81,1898820,2,22,0,5,0,0,-1,0,81,1,0,0,11,7,0,1,3.4,2119461,0,1811,0,0,0,"37",2021
"Kelechi","Iheanacho","FWD","LEI",7e+06,0,80,1479174,1,25,0,4,0,0,-5,0,80,5,0,0,10,1,0,6,3.2,754762,0,1253,0,0,0,"37",2021
"Danny","Ings","FWD","AVL",7700000,1,106,3904674,4,26,0,7,0,0,-3,0,106,3,0,0,12,10,0,6,9.3,1796002,0,1891,0,0,0,"37",2021
"Alex","Iwobi","MID","EVE",5800000,2,78,40693,1,38,0,2,0,0,-2,0,78,2,0,0,6,6,0,2,0.3,39361,0,2029,0,0,0,"37",2021
"Daniel","James","MID","LEE",6e+06,0,91,231535,7,51,0,4,0,0,0,0,91,0,0,0,2,5,0,5,0.5,243740,0,2489,0,0,1,"37",2021
"Reece","James","DEF","CHE",6500000,7,141,4598122,4,22,0,5,0,0,10,0,141,-10,0,0,26,7,0,9,19.1,5506522,1,1863,0,0,1,"37",2021
"Vitaly","Janelt","MID","BRE",4900000,2,90,51191,3,37,0,4,0,0,-1,0,90,1,0,0,8,9,0,0,0.2,60062,0,2295,0,0,0,"37",2021
"Pontus","Jansson","DEF","BRE",4500000,1,122,1107054,7,56,0,3,0,0,0,0,122,0,0,0,13,8,0,4,7,1557057,0,3321,0,0,0,"37",2021
NA,"Jesus","FWD","MCI",8600000,2,120,2505302,1,15,0,8,0,0,1,0,120,-1,0,0,16,11,0,8,10.2,2985403,0,1871,0,0,0,"37",2021
"Raul","Jimenez","FWD","WOL",7500000,5,101,3027938,5,32,0,6,0,0,0,0,101,0,0,0,11,11,0,5,4.2,3042843,0,2630,0,0,2,"37",2021
NA,"Joelinton","FWD","NEW",5900000,1,83,270123,8,46,0,4,0,0,-1,0,83,1,0,0,7,7,0,2,1.7,363722,0,2554,0,0,0,"37",2021
NA,"Jorginho","MID","CHE",5700000,0,106,1070231,5,16,0,6,0,0,-3,0,106,3,1,0,11,12,0,2,3.9,910993,0,2271,0,0,0,"37",2021
"Diogo","Jota","MID","LIV",8300000,1,175,6115344,3,19,0,15,0,0,8,0,175,-8,0,0,8,14,0,7,17.3,6551305,0,2357,0,0,0,"37",2021
"Harry","Kane","FWD","TOT",12500000,10,192,3536480,5,40,0,17,0,0,0,0,192,0,0,0,23,14,0,11,23.4,4493587,0,3231,0,0,0,"37",2021
"N'Golo","Kante","MID","CHE",4900000,2,79,637223,2,19,0,2,0,0,-1,0,79,1,0,0,2,9,0,5,2.4,427754,0,1769,0,0,0,"37",2021
"Michael","Keane","DEF","EVE",4600000,0,102,685603,2,54,0,3,0,0,-4,0,102,4,0,0,11,8,0,2,2.7,670104,2,2791,0,0,1,"37",2021
"Max","Kilman","DEF","WOL",4500000,0,106,490622,3,25,0,1,0,0,0,0,106,0,0,0,5,10,0,1,1.3,575476,0,2688,0,0,0,"37",2021
"Joshua","King","FWD","WAT",5600000,2,87,1712180,5,47,0,5,0,0,1,0,87,-1,0,0,5,3,0,4,2.9,1882523,0,2244,0,0,0,"37",2021
NA,"Konsa","DEF","AVL",4900000,0,78,263840,4,43,0,2,0,0,-1,0,78,1,0,0,4,8,0,0,0.9,239492,0,2477,0,0,2,"37",2021
"Cheikhou","Kouyate","DEF","CRY",4500000,1,77,108826,3,28,0,0,0,0,0,0,77,0,0,0,5,8,0,1,0.6,103114,0,1970,0,0,0,"37",2021
"Mateo","Kovacic","MID","CHE",4900000,0,76,1188368,4,11,0,2,0,0,-1,0,76,1,0,0,7,8,0,5,1.7,1219878,0,1552,0,0,0,"37",2021
"Dejan","Kulusevski","MID","TOT",6300000,16,99,780053,3,11,0,5,0,0,3,0,99,-3,0,0,8,9,0,9,10.9,1776170,0,1259,0,0,0,"37",2021
"Alexandre","Lacazette","FWD","ARS",8100000,1,90,1688857,0,17,0,4,0,0,-4,0,90,4,1,0,3,10,0,8,3.1,1729889,0,1773,0,0,0,"37",2021
"Manuel","Lanzini","MID","WHU",5600000,2,92,131225,2,29,0,5,0,0,-4,0,92,4,0,0,8,4,0,3,0.4,144077,0,1777,0,0,0,"37",2021
"Aymeric","Laporte","DEF","MCI",6e+06,1,160,1487557,5,24,0,4,0,0,5,0,160,-5,0,0,8,18,0,2,11,2202388,0,2830,0,0,1,"37",2021
"Tino","Livramento","DEF","SOU",4200000,0,80,2526604,2,42,0,1,0,0,2,0,80,-2,0,0,7,7,0,2,6.6,2847356,0,2200,0,0,0,"37",2021
"Diego","Llorente","DEF","LEE",4500000,2,77,104656,7,44,0,3,0,0,0,0,77,0,0,0,6,5,0,0,0.4,116867,0,2341,0,0,0,"37",2021
"Ademola","Lookman","MID","LEI",5900000,1,76,230015,2,31,0,6,0,0,-1,0,76,1,0,0,6,2,0,0,0.3,256237,0,1446,0,0,0,"37",2021
NA,"Lucas Moura","MID","TOT",5900000,4,87,963370,4,21,0,2,0,0,-6,0,87,6,0,0,4,8,0,6,1.3,970540,0,1763,0,0,0,"37",2021
"Romelu","Lukaku","FWD","CHE",11400000,0,87,4443263,1,14,0,8,0,0,-1,0,87,1,0,0,12,7,0,1,7.7,4049347,0,1583,0,0,0,"37",2021
"Alexis","Mac Allister","MID","BHA",5100000,2,93,167759,4,29,0,5,0,0,-4,0,93,4,1,0,8,6,0,2,0.5,170501,0,2112,0,0,0,"37",2021
"James","Maddison","MID","LEI",6900000,13,181,2992096,3,41,0,12,0,0,-1,0,181,1,0,0,24,5,0,11,16.3,3524725,0,2454,0,0,0,"37",2021
"Riyad","Mahrez","MID","MCI",8600000,1,135,1441796,0,14,0,11,0,0,-4,0,135,4,1,0,12,7,0,7,4,1106374,0,1485,0,0,0,"37",2021
"Sadio","Mane","MID","LIV",11800000,9,183,1077273,5,24,0,16,0,0,-2,0,183,2,0,0,10,17,0,5,4.8,1111702,0,2818,0,0,0,"37",2021
NA,"Martinelli","MID","ARS",5300000,12,110,1158855,1,25,0,6,0,0,-2,0,110,2,0,0,6,7,0,7,3.1,1425921,0,1855,0,0,1,"37",2021
"Joel","Matip","DEF","LIV",5300000,7,170,769424,2,21,0,3,0,0,3,0,170,-3,0,0,20,17,0,3,10.1,1554279,0,2790,0,0,0,"37",2021
"Neal","Maupay","FWD","BHA",6200000,0,98,1920442,7,31,0,8,0,0,-3,0,98,3,1,0,11,7,0,3,4.3,2063720,0,2269,0,0,0,"37",2021
"Bryan","Mbeumo","MID","BRE",5200000,2,119,783204,4,47,0,4,0,0,-3,0,119,3,0,0,6,9,0,7,1.9,843273,0,2905,0,0,0,"37",2021
"John","McGinn","MID","AVL",5600000,2,110,356112,8,48,0,3,0,0,-4,0,110,4,0,0,12,10,0,4,1.1,347733,0,3090,0,0,0,"37",2021
"Dwight","McNeil","MID","BUR",5500000,2,84,80783,1,49,0,0,0,0,-5,0,84,5,0,0,1,9,0,1,0.2,72988,0,3104,0,0,0,"37",2021
"Tyrone","Mings","DEF","AVL",5e+06,0,118,1243549,11,49,0,1,0,0,0,0,118,0,0,0,12,11,0,4,6.9,1115956,0,3188,0,0,0,"37",2021
"Tyrick","Mitchell","DEF","CRY",4500000,6,109,262305,1,43,0,0,0,0,0,0,109,0,0,0,6,10,0,2,1.4,326055,0,3101,0,0,0,"37",2021
"Mason","Mount","MID","CHE",7700000,2,169,4986661,4,25,0,11,0,0,2,0,169,-2,0,0,16,11,0,11,21.9,5186908,0,2358,0,0,0,"37",2021
NA,"Moutinho","MID","WOL",4900000,2,96,217432,4,40,0,2,0,0,-1,0,96,1,0,0,8,11,0,1,0.7,227335,0,2970,0,0,0,"37",2021
NA,"Neves","MID","WOL",5200000,2,95,312066,9,34,0,4,0,0,-3,0,95,3,0,0,7,9,0,2,0.9,251079,0,2659,0,0,0,"37",2021
"Christian","N?rgaard","MID","BRE",5e+06,0,101,209171,8,51,0,3,0,0,0,0,101,0,0,0,5,8,0,4,0.6,212491,0,3054,0,0,0,"37",2021
"Martin","?degaard","MID","ARS",5600000,8,131,1121518,4,39,0,7,0,0,1,0,131,-1,0,0,9,11,0,4,6,1592680,0,2782,0,0,0,"37",2021
"Ethan","Pinnock","DEF","BRE",4400000,0,90,846137,1,43,0,1,0,0,-1,0,90,1,0,0,7,7,0,1,2.7,858922,0,2694,0,0,0,"37",2021
"Teemu","Pukki","FWD","NOR",6100000,2,142,1703648,4,79,0,11,0,0,1,0,142,-1,0,0,19,6,0,3,9.6,1980603,0,3253,0,0,0,"37",2021
"Christian","Pulisic","MID","CHE",7900000,0,77,232464,2,10,0,6,0,0,-1,0,77,1,0,0,2,6,0,2,0.7,152141,0,1282,0,0,0,"37",2021
"Jacob","Ramsey","MID","AVL",4700000,2,109,1224264,6,35,0,6,0,0,2,0,109,-2,0,0,9,12,0,1,4.9,1608958,0,2465,0,0,0,"37",2021
NA,"Raphinha","MID","LEE",6300000,9,145,4412647,7,68,0,11,0,0,-2,0,145,2,0,0,14,5,0,4,11.6,3973218,0,2916,0,0,0,"37",2021
"Nathan","Redmond","MID","SOU",5900000,2,79,61162,0,33,0,1,0,0,-1,0,79,1,0,0,6,4,0,6,0.1,57815,0,1827,0,0,0,"37",2021
"Sergio","Reguilon","DEF","TOT",5e+06,0,104,3182553,4,25,0,2,0,0,0,0,104,0,0,0,9,9,0,4,7.2,3340792,0,1914,0,0,0,"37",2021
"Declan","Rice","MID","WHU",5e+06,2,95,776210,8,49,0,1,0,0,0,0,95,0,0,0,7,8,0,4,4.3,708645,0,3178,0,0,0,"37",2021
NA,"Richarlison","FWD","EVE",7600000,0,125,2330597,9,46,0,10,0,0,1,0,125,-1,0,0,19,7,0,6,12.3,2445134,0,2522,0,0,0,"37",2021
"Andrew","Robertson","DEF","LIV",7300000,9,186,1082491,5,20,0,3,0,0,3,0,186,-3,0,0,23,17,0,11,11.6,1938795,0,2537,0,0,1,"37",2021
NA,"Rodrigo","FWD","LEE",6300000,2,85,477540,9,37,0,6,0,0,-2,0,85,2,0,0,11,5,0,2,2.1,495107,0,2263,0,0,0,"37",2021
NA,"Rodrigo","MID","MCI",5500000,9,127,228706,5,22,0,7,0,0,0,0,127,0,0,0,9,17,0,2,1.9,327824,0,2884,0,0,0,"37",2021
NA,"Romeu","MID","SOU",4500000,1,88,111921,9,52,0,2,0,0,0,0,88,0,0,0,6,7,0,2,0.5,109114,0,2890,0,0,0,"37",2021
NA,"Ronaldo","FWD","MUN",12200000,0,159,6056855,8,41,0,18,0,0,-3,0,159,3,0,0,29,8,0,3,18.1,7045959,0,2454,0,0,0,"37",2021
"Antonio","Rudiger","DEF","CHE",6100000,9,150,3653421,9,27,0,3,0,0,6,0,150,-6,0,0,10,15,0,3,18.8,4451212,0,3035,0,0,0,"37",2021
"Allan","Saint-Maximin","FWD","NEW",6700000,5,116,3405914,6,54,0,5,0,0,2,0,116,-2,0,0,15,9,0,7,10.9,3775491,0,2804,0,0,0,"37",2021
"Romain","Saiss","DEF","WOL",4800000,0,109,753395,6,30,0,2,0,0,-2,0,109,2,0,0,6,11,0,0,2.1,862203,0,2706,0,0,0,"37",2021
"Bukayo","Saka","MID","ARS",6700000,5,179,3762118,6,39,0,11,0,0,2,0,179,-2,0,0,18,13,0,9,28.8,5143893,0,2978,0,0,0,"37",2021
"Mohamed","Salah","MID","LIV",13100000,6,265,7654781,1,22,0,23,0,0,6,0,265,-6,1,0,29,17,0,14,41,6539682,0,2758,0,0,0,"37",2021
"Davinson","Sanchez","DEF","TOT",4200000,6,93,522709,4,16,0,2,0,0,-3,0,93,3,0,0,8,10,0,1,2,586266,0,1626,0,0,0,"37",2021
"Jadon","Sancho","MID","MUN",8900000,0,91,1081917,0,28,0,3,0,0,-6,0,91,6,0,0,9,6,0,4,2.1,486831,0,1894,0,0,0,"37",2021
"Ismaila","Sarr","MID","WAT",5700000,0,81,2103831,2,40,0,5,0,0,-3,0,81,3,1,0,9,2,0,2,2.7,1963682,0,1862,0,0,0,"37",2021
"Fabian","Schar","DEF","NEW",4100000,0,88,507246,4,32,0,2,0,0,-4,0,88,4,0,0,10,6,0,2,2.5,711339,0,2158,0,0,0,"37",2021
"Jeffrey","Schlupp","MID","CRY",5400000,3,86,14874,1,19,0,4,0,0,-1,0,86,1,0,0,2,8,0,2,0.1,14062,0,1840,0,0,0,"37",2021
NA,"Semedo","DEF","WOL",4800000,0,94,657697,1,18,0,0,0,0,-2,0,94,2,0,0,9,9,0,1,1.5,621237,0,2131,0,0,0,"37",2021
"Moussa","Sissoko","MID","WAT",4300000,2,85,514991,5,73,0,2,0,0,-2,0,85,2,0,0,1,4,0,1,2.3,563218,0,3220,0,0,0,"37",2021
"Emile","Smith Rowe","MID","ARS",5700000,0,125,3748602,1,28,0,10,0,0,2,0,125,-2,0,0,9,8,0,2,10,3951517,0,1909,0,0,0,"37",2021
"Heung-Min","Son","MID","TOT",11200000,12,258,5720170,2,30,0,23,0,0,12,0,258,-12,0,0,27,18,0,10,35.6,7099486,0,3009,0,0,0,"37",2021
"Tomas","Soucek","MID","WHU",5700000,1,114,961615,3,46,0,5,0,0,-3,0,114,3,0,0,14,6,0,1,3.4,405482,0,3061,0,0,0,"37",2021
"Raheem","Sterling","MID","MCI",10500000,4,163,834017,1,17,0,13,0,0,-5,0,163,5,1,0,15,13,0,7,2.6,785692,0,2121,0,0,0,"37",2021
"Matt","Targett","DEF","NEW",4700000,3,101,888670,3,47,0,1,0,0,-3,0,101,3,0,0,7,9,0,2,2.8,438959,1,2871,0,0,0,"37",2021
"James","Tarkowski","DEF","BUR",4900000,0,83,315287,11,51,0,1,0,0,-1,0,83,1,0,0,5,7,0,2,1.3,303587,1,3106,0,0,0,"37",2021
"Charlie","Taylor","DEF","BUR",4400000,1,78,105200,3,48,0,0,0,0,-1,0,78,1,0,0,8,5,0,3,0.7,112893,0,2730,0,0,0,"37",2021
NA,"Thiago Silva","DEF","CHE",5600000,2,130,1023523,2,28,0,3,0,0,1,0,130,-1,0,0,14,11,0,1,7.9,1344324,0,2649,0,0,0,"37",2021
"Youri","Tielemans","MID","LEI",6400000,2,120,1194917,3,42,0,6,0,0,-1,0,120,1,0,0,14,6,0,4,3.5,1004798,0,2629,0,0,0,"37",2021
"Kieran","Tierney","DEF","ARS",4900000,0,106,2258262,0,21,0,1,0,0,-1,0,106,1,0,0,11,11,0,3,4.7,2015908,0,1916,0,0,0,"37",2021
"Takehiro","Tomiyasu","DEF","ARS",4500000,0,75,715081,2,20,0,0,0,0,0,0,75,0,0,0,5,9,0,1,1.9,831427,0,1680,0,0,0,"37",2021
