"FirstName","Surname","PositionsList","Team","Cost","PointsLastRound","TotalPoints","TransfersOut","YellowCards","GoalsConceded","GoalsConcededPoints","GoalsScored","GoalsScoredPoints","TransfersOutRound","PriceRise","PriceFallRound","LastSeasonPoints","PriceFall","PenaltiesMissed","Form","Bonus","CleanSheets","CleanSheetPoints","Assists","SelectedByPercent","TransfersIn","OwnGoals","MinutesPlayed","TransfersInRound","PriceRiseRound","RedCards","Week","Season"
"Lucas","Digne","DEF","EVE",6200000,0,120,2221875,2,42,0,0,0,0,2,0,120,-2,0,0,18,9,0,9,11.4,2355416,0,2681,0,0,1,"37",2020
"Lewis","Dunk","DEF","BHA",4800000,1,130,1271208,5,40,0,5,0,0,-2,0,130,2,0,1,17,11,0,0,5.9,1136216,1,2932,0,0,2,"37",2020
"Anwar","El Ghazi","MID","AVL",5200000,9,111,552243,2,22,0,10,0,0,-8,0,111,8,0,9,13,5,0,0,1.2,616662,0,1604,0,0,0,"37",2020
"Jonny","Evans","DEF","LEI",5600000,0,109,285961,7,31,0,2,0,0,1,0,109,-1,0,0,12,10,0,2,1.4,364144,1,2473,0,0,0,"37",2020
"Eberechi","Eze","MID","CRY",5800000,0,125,319122,3,51,0,4,0,0,-2,0,125,2,0,0,17,6,0,8,1.2,352596,0,2555,0,0,0,"37",2020
NA,"Fernandes","MID","MUN",11300000,0,244,4058471,6,36,0,18,0,0,8,0,244,-8,1,0,36,13,0,14,48.7,6424737,0,3101,0,0,0,"37",2020
"Roberto","Firmino","FWD","LIV",9100000,5,141,1209765,2,39,0,9,0,0,-4,0,141,4,0,5,15,10,0,8,5.7,1278572,0,2837,0,0,0,"37",2020
"Phil","Foden","MID","MCI",6100000,6,135,2552215,0,16,0,9,0,0,-4,0,135,4,0,6,17,6,0,8,9.8,2954662,0,1607,0,0,0,"37",2020
"Pablo","Fornals","MID","WHU",5800000,19,125,277180,3,33,0,5,0,0,-7,0,125,7,0,19,10,9,0,7,0.5,284580,0,2571,0,0,0,"37",2020
"Jack","Grealish","MID","AVL",7500000,2,135,5366064,6,28,0,6,0,0,5,0,135,-5,0,2,13,12,0,12,14.6,5460292,0,2183,0,0,0,"37",2020
"Mason","Greenwood","MID","MUN",7300000,0,106,1050079,2,23,0,7,0,0,-2,0,106,2,0,0,9,7,0,2,10.7,1377317,0,1813,0,0,0,"37",2020
"Pascal","Gro?","MID","BHA",5800000,2,116,156843,3,28,0,3,0,0,-2,0,116,2,1,2,11,10,0,8,0.4,162328,0,2479,0,0,0,"37",2020
"Ilkay","Gundogan","MID","MCI",5500000,0,157,3051539,1,16,0,13,0,0,0,0,157,0,1,0,22,12,0,4,17.1,4302689,0,2025,0,0,0,"37",2020
"Jack","Harrison","MID","LEE",5600000,5,160,810579,2,45,0,8,0,0,1,0,160,-1,0,5,15,11,0,10,7.6,1309819,0,2846,0,0,0,"37",2020
"Pierre-Emile","H?jbjerg","MID","TOT",4900000,2,107,207148,9,45,0,2,0,0,-1,0,107,1,0,2,6,12,0,4,1,190486,0,3420,0,0,0,"37",2020
"Rob","Holding","DEF","ARS",4300000,7,105,831290,2,26,0,0,0,0,-2,0,105,2,0,7,10,11,0,1,4.7,1074844,1,2557,0,0,0,"37",2020
"Kelechi","Iheanacho","FWD","LEI",6200000,2,110,955935,1,23,0,12,0,0,2,0,110,-2,1,2,18,5,0,2,19.5,2481551,0,1452,0,0,0,"37",2020
"Danny","Ings","FWD","SOU",8400000,2,131,3949010,1,40,0,12,0,0,-1,0,131,1,0,2,21,6,0,4,6.6,2753878,0,2172,0,0,0,"37",2020
"Reece","James","DEF","CHE",5100000,1,112,2311355,3,29,0,1,0,0,1,0,112,-1,0,1,15,9,0,3,6.9,2217959,0,2367,0,0,0,"37",2020
NA,"Jesus","FWD","MCI",9100000,6,115,1048709,2,17,0,9,0,0,-4,0,115,4,0,6,16,11,0,5,2.5,1066742,0,2056,0,0,0,"37",2020
NA,"Jorginho","MID","CHE",4700000,0,114,1568248,2,17,0,7,0,0,-3,0,114,3,2,0,15,14,0,2,4.7,1607580,0,2006,0,0,0,"37",2020
"James","Justin","DEF","LEI",4800000,0,101,3438570,4,25,0,2,0,0,3,0,101,-3,0,0,13,9,0,2,6.1,2916788,0,2070,0,0,0,"37",2020
"Harry","Kane","FWD","TOT",11900000,10,242,6160268,1,39,0,23,0,0,14,0,242,-14,0,10,40,12,0,14,44.5,8181197,0,3083,0,0,0,"37",2020
"Michael","Keane","DEF","EVE",5e+06,0,127,924625,4,43,0,3,0,0,0,0,127,0,0,0,13,11,0,1,6.3,1208273,0,2989,0,0,0,"37",2020
NA,"Konsa","DEF","AVL",4600000,2,119,1059500,3,46,0,2,0,0,1,0,119,-1,0,2,8,12,0,0,6.2,1426216,0,3195,0,0,0,"37",2020
"Alexandre","Lacazette","FWD","ARS",8400000,1,129,1961260,3,21,0,13,0,0,-1,0,129,1,0,1,21,7,0,3,4.3,1923218,0,1916,0,0,0,"37",2020
"Victor","Lindelof","DEF","MUN",4800000,0,102,273777,0,30,0,1,0,0,-2,0,102,2,0,0,3,10,0,1,1.9,271250,0,2585,0,0,0,"37",2020
"Jesse","Lingard","MID","WHU",6600000,3,106,920521,3,19,0,9,0,0,6,0,106,-6,1,3,15,4,0,5,29.6,3276996,0,1423,0,0,0,"37",2020
"Ademola","Lookman","MID","FUL",4700000,2,107,535035,5,33,0,4,0,0,-3,0,107,3,1,2,8,10,0,4,1.3,624543,0,2746,0,0,0,"37",2020
"Matthew","Lowton","DEF","BUR",4400000,2,103,364517,5,47,0,1,0,0,-1,0,103,1,0,2,6,10,0,1,2.5,547303,0,3060,0,0,0,"37",2020
"James","Maddison","MID","LEI",7200000,2,133,2509196,4,28,0,8,0,0,2,0,133,-2,0,2,12,10,0,7,5.5,2715551,0,2093,0,0,0,"37",2020
"Harry","Maguire","DEF","MUN",5500000,0,124,848747,11,36,0,2,0,0,0,0,124,0,0,0,8,13,0,2,4.3,830414,0,3047,0,0,0,"37",2020
"Riyad","Mahrez","MID","MCI",8100000,6,145,2242060,0,22,0,9,0,0,-4,0,145,4,0,6,15,11,0,8,6.4,2524433,0,1945,0,0,0,"37",2020
"Sadio","Mane","MID","LIV",11800000,16,176,2364727,3,28,0,11,0,0,-2,0,176,2,0,16,14,12,0,11,8.2,2013619,0,2808,0,0,0,"37",2020
"Neal","Maupay","FWD","BHA",5800000,0,105,1143884,1,34,0,8,0,0,-7,0,105,7,1,0,12,10,0,2,2.1,1115266,0,2508,0,0,1,"37",2020
"John","McGinn","MID","AVL",5500000,1,114,353403,12,46,0,3,0,0,0,0,114,0,0,1,2,14,0,7,1.1,375366,0,3330,0,0,0,"37",2020
"Dwight","McNeil","MID","BUR",5700000,2,113,104671,1,50,0,2,0,0,-3,0,113,3,0,2,8,11,0,5,0.5,80860,0,3068,0,0,0,"37",2020
"Ben","Mee","DEF","BUR",4700000,0,102,599085,3,41,0,2,0,0,-3,0,102,3,0,0,7,10,0,0,2.9,784895,0,2693,0,0,0,"37",2020
"Tyrone","Mings","DEF","AVL",5400000,2,128,1349321,4,42,0,2,0,0,4,0,128,-4,0,2,8,14,0,2,7.8,1697898,1,3194,0,0,1,"37",2020
"Mason","Mount","MID","CHE",7300000,2,147,2037325,2,32,0,6,0,0,3,0,147,-3,0,2,16,14,0,7,17.3,2764000,0,2887,0,0,0,"37",2020
NA,"Neto","MID","WOL",5500000,0,124,2155321,4,38,0,5,0,0,0,0,124,0,0,0,10,9,0,8,3.7,2326554,0,2549,0,0,0,"37",2020
NA,"Neves","MID","WOL",5100000,2,104,314057,8,42,0,5,0,0,-4,0,104,4,0,2,10,8,0,1,1.4,223634,0,2670,0,0,0,"37",2020
"Nicolas","Pepe","MID","ARS",7700000,16,114,262799,1,21,0,10,0,0,-3,0,114,3,0,16,11,4,0,3,2.4,284328,0,1606,0,0,1,"37",2020
"Matheus","Pereira","MID","WBA",5400000,0,153,873305,2,58,0,11,0,0,-6,0,153,6,0,0,15,6,0,7,5,1046994,0,2574,0,0,1,"37",2020
NA,"Raphinha","MID","LEE",5600000,5,133,1621868,3,34,0,6,0,0,1,0,133,-1,0,5,11,9,0,10,9.4,2353465,0,2358,0,0,0,"37",2020
"Marcus","Rashford","MID","MUN",9600000,0,174,2780899,4,39,0,11,0,0,1,0,174,-1,0,0,9,12,0,11,10.2,3131786,0,2917,0,0,0,"37",2020
NA,"Richarlison","FWD","EVE",7700000,1,123,1969328,4,38,0,7,0,0,-3,0,123,3,0,1,18,11,0,6,7.1,1760049,0,2862,0,0,1,"37",2020
"Andrew","Robertson","DEF","LIV",7300000,8,161,2484827,2,42,0,1,0,0,3,0,161,-3,0,8,19,12,0,8,16.5,2667908,0,3384,0,0,0,"37",2020
"James","Rodriguez","MID","EVE",7700000,0,101,4212199,4,27,0,6,0,0,2,0,101,-2,0,0,11,5,0,5,7.8,3807180,0,1763,0,0,0,"37",2020
"Bukayo","Saka","MID","ARS",5100000,1,114,1914134,1,31,0,5,0,0,-4,0,114,4,0,1,8,8,0,5,7.2,1921453,1,2554,0,0,0,"37",2020
"Mohamed","Salah","MID","LIV",12900000,6,231,5825059,0,41,0,22,0,0,9,0,231,-9,0,6,21,11,0,6,43.6,6642020,0,3077,0,0,0,"37",2020
NA,"Semedo","DEF","WOL",5100000,8,109,491045,5,45,0,1,0,0,-4,0,109,4,0,8,11,9,0,3,2.9,646076,1,2983,0,0,0,"37",2020
"Luke","Shaw","DEF","MUN",5500000,0,124,846587,8,33,0,1,0,0,5,0,124,-5,0,0,22,10,0,5,17.3,2095769,1,2653,0,0,0,"37",2020
"Gylfi","Sigurdsson","MID","EVE",6800000,-1,122,467711,2,29,0,6,0,0,-2,0,122,2,1,-1,13,10,0,5,2.9,568764,0,2244,0,0,0,"37",2020
"Heung-Min","Son","MID","TOT",9600000,5,228,7907511,0,36,0,17,0,0,6,0,228,-6,0,5,26,13,0,11,44.2,8948988,0,3119,0,0,0,"37",2020
"Tomas","Soucek","MID","WHU",5200000,3,147,2532815,7,47,0,10,0,0,2,0,147,-2,0,3,16,11,0,2,11.2,3009936,1,3420,0,0,1,"37",2020
"Raheem","Sterling","MID","MCI",10900000,5,154,2456429,4,23,0,10,0,0,-6,0,154,6,1,5,10,14,0,9,4.3,2471153,0,2534,0,0,0,"37",2020
"John","Stones","DEF","MCI",5100000,6,128,2135003,0,12,0,4,0,0,1,0,128,-1,0,6,11,14,0,0,9.7,2788702,0,1933,0,0,1,"37",2020
"Matt","Targett","DEF","AVL",5e+06,5,138,997089,7,44,0,0,0,0,5,0,138,-5,0,5,9,16,0,4,12,1849292,0,3404,0,0,0,"37",2020
"James","Tarkowski","DEF","BUR",5300000,2,109,492488,6,50,0,1,0,0,-2,0,109,2,0,2,9,11,0,0,3,321901,0,3240,0,0,0,"37",2020
"Youri","Tielemans","MID","LEI",6400000,2,133,679929,6,50,0,6,0,0,-1,0,133,1,0,2,11,11,0,4,3.8,774692,0,3356,0,0,0,"37",2020
"Bertrand","Traore","MID","AVL",5800000,13,135,219181,1,31,0,7,0,0,-2,0,135,2,0,13,7,11,0,7,0.7,263308,0,2315,0,0,0,"37",2020
"Leandro","Trossard","MID","BHA",5500000,1,132,595206,2,30,0,5,0,0,-5,0,132,5,0,1,15,12,0,6,1.8,672806,0,2602,0,0,0,"37",2020
"Jamie","Vardy","FWD","LEI",10200000,13,187,5485123,1,44,0,15,0,0,2,0,187,-2,1,13,23,8,0,14,17.5,5184449,0,2838,0,0,0,"37",2020
"Aaron","Wan-Bissaka","DEF","MUN",5800000,0,144,1654399,3,36,0,2,0,0,3,0,144,-3,0,0,11,13,0,5,18.8,2195016,0,3060,0,0,0,"37",2020
"James","Ward-Prowse","MID","SOU",5900000,2,156,2591707,5,68,0,8,0,0,-1,0,156,1,1,2,17,9,0,7,11.7,3148829,0,3420,0,0,0,"37",2020
"Ollie","Watkins","FWD","AVL",6300000,2,168,3049913,2,46,0,14,0,0,3,0,168,-3,1,2,18,14,0,9,22.1,4635254,0,3328,0,0,1,"37",2020
"Timo","Werner","FWD","CHE",9200000,1,128,4521382,2,29,0,6,0,0,-3,0,128,3,0,1,7,13,0,12,10.8,2079800,0,2598,0,0,0,"37",2020
"Ashley","Westwood","MID","BUR",5300000,2,112,119930,7,55,0,3,0,0,-2,0,112,2,0,2,5,11,0,4,0.7,107366,0,3410,0,0,0,"37",2020
"Ben","White","DEF","BHA",4500000,1,104,297599,3,44,0,0,0,0,0,0,104,0,0,1,5,12,0,0,1.9,321865,0,3192,0,0,1,"37",2020
"Callum","Wilson","FWD","NEW",6500000,0,134,4504514,2,37,0,12,0,0,0,0,134,0,0,0,22,5,0,6,5.1,4097548,0,2081,0,0,0,"37",2020
"Chris","Wood","FWD","BUR",6600000,2,138,555458,0,43,0,12,0,0,1,0,138,-1,0,2,16,9,0,3,5.6,834276,0,2741,0,0,0,"37",2020
"Wilfried","Zaha","MID","CRY",7100000,2,136,4470186,6,52,0,11,0,0,1,0,136,-1,0,2,11,6,0,4,9.9,4315189,0,2612,0,0,0,"37",2020
"Kurt","Zouma","DEF","CHE",5300000,0,108,2248361,3,25,0,5,0,0,3,0,108,-3,0,0,6,9,0,0,8,2559577,0,2027,0,0,0,"37",2020
"Che","Adams","FWD","SOU",6500000,1,103,1033747,0,40,0,7,0,0,-5,0,103,5,0,0,11,5,0,4,2.6,1093888,0,2034,0,0,0,"37",2021
"Trent","Alexander-Arnold","DEF","LIV",8400000,2,208,3985324,2,22,0,2,0,0,9,0,208,-9,0,0,32,18,0,12,37.9,4467728,0,2853,0,0,0,"37",2021
"Marcos","Alonso","DEF","CHE",5700000,0,128,3196283,8,22,0,4,0,0,2,0,128,-2,0,0,14,9,0,5,15.3,4009140,0,2164,0,0,0,"37",2021
"Joachim","Andersen","DEF","CRY",4700000,9,124,152589,4,37,0,0,0,0,2,0,124,-2,0,0,14,12,0,4,2.7,352240,1,2914,0,0,0,"37",2021
"Michail","Antonio","FWD","WHU",7300000,7,140,7847889,6,43,0,10,0,0,-2,0,140,2,1,0,14,7,0,10,24.3,7618487,0,2975,0,0,1,"37",2021
"Harvey","Barnes","MID","LEI",6500000,6,137,1313969,2,30,0,6,0,0,-5,0,137,5,0,0,10,8,0,12,4.2,714022,0,2095,0,0,0,"37",2021
"Said","Benrahma","MID","WHU",5900000,0,138,4288183,0,27,0,8,0,0,-1,0,138,1,0,0,15,9,0,6,10.7,4289826,0,2162,0,0,0,"37",2021
NA,"Bernardo","MID","MCI",7e+06,2,155,3450935,6,23,0,8,0,0,0,0,155,0,0,0,15,16,0,8,14,4431646,0,2856,0,0,0,"37",2021
"Jarrod","Bowen","MID","WHU",6900000,2,206,3652007,6,46,0,12,0,0,4,0,206,-4,0,0,24,8,0,17,15,4802662,0,2987,0,0,0,"37",2021
NA,"Buendia","MID","AVL",6100000,2,107,553313,1,32,0,4,0,0,-4,0,107,4,0,0,8,7,0,6,1.3,245664,0,1887,0,0,0,"37",2021
"Joao Pedro Cavaco","Cancelo","DEF","MCI",7200000,1,201,2892649,7,25,0,1,0,0,12,0,201,-12,0,0,27,19,0,11,41.4,5714818,0,3227,0,0,0,"37",2021
"Matthew","Cash","DEF","AVL",5300000,7,147,1193273,8,50,0,4,0,0,3,0,147,-3,0,0,11,13,0,3,11.5,2025221,0,3377,0,0,0,"37",2021
"Conor","Coady","DEF","WOL",4700000,1,138,1635017,4,43,0,4,0,0,2,0,138,-2,0,0,10,11,0,0,13.4,2263674,0,3361,0,0,0,"37",2021
"Maxwel","Cornet","MID","BUR",5800000,9,104,569245,2,24,0,9,0,0,-2,0,104,2,1,0,9,5,0,2,0.8,620482,0,1764,0,0,0,"37",2021
"Aaron","Cresswell","DEF","WHU",5400000,1,115,1977338,3,38,0,2,0,0,-1,0,115,1,0,0,17,7,0,4,7.9,1231696,0,2726,0,0,0,"37",2021
"Marc","Cucurella","DEF","BHA",4900000,2,126,567343,6,39,0,1,0,0,-1,0,126,1,0,0,21,11,0,1,4.1,902819,0,3089,0,0,0,"37",2021
"Ben","Davies","DEF","TOT",4500000,6,105,279419,6,30,0,1,0,0,0,0,105,0,0,0,3,12,0,2,3.1,521494,0,2537,0,0,0,"37",2021
"Kevin","De Bruyne","MID","MCI",12100000,6,196,2123075,2,22,0,15,0,0,1,0,196,-1,0,0,33,13,0,8,18.6,3527855,0,2196,0,0,0,"37",2021
"Emmanuel","Dennis","FWD","WAT",5800000,0,134,5110737,7,60,0,10,0,0,8,0,134,-8,0,0,21,3,0,7,20,6588914,0,2579,0,0,1,"37",2021
NA,"Dias","DEF","MCI",6200000,0,141,3554820,5,18,0,2,0,0,2,0,141,-2,0,0,12,14,0,5,15.5,2625667,0,2401,0,0,0,"37",2021
"Eric","Dier","DEF","TOT",4700000,6,132,1288484,1,30,0,0,0,0,2,0,132,-2,0,0,7,16,0,1,6.5,1598682,1,3071,0,0,0,"37",2021
NA,"Emerson Royal","DEF","TOT",4600000,6,102,335375,5,26,0,1,0,0,-4,0,102,4,0,0,8,10,0,1,2.5,548967,0,2282,0,0,0,"37",2021
NA,"Fernandes","MID","MUN",11600000,1,151,5596231,10,54,0,10,0,0,-4,0,151,4,2,0,15,8,0,7,13.5,2639954,0,3110,0,0,0,"37",2021
"Phil","Foden","MID","MCI",7900000,2,137,2470123,1,16,0,9,0,0,-1,0,137,1,0,0,11,13,0,6,7.6,2916929,0,2125,0,0,0,"37",2021
"Pablo","Fornals","MID","WHU",5900000,2,117,590788,4,38,0,6,0,0,-1,0,117,1,0,0,5,8,0,4,1.3,617175,0,2795,0,0,0,"37",2021
NA,"Gabriel","DEF","ARS",5300000,8,146,1014553,6,38,0,5,0,0,3,0,146,-3,0,0,16,13,0,0,7.4,1601760,0,3063,0,0,1,"37",2021
"Conor","Gallagher","MID","CRY",6e+06,3,140,3852922,10,38,0,8,0,0,5,0,140,-5,0,0,16,11,0,6,11.2,4656284,0,2843,0,0,0,"37",2021
"Demarai","Gray","MID","EVE",5400000,2,106,2920714,3,39,0,5,0,0,-1,0,106,1,0,0,3,6,0,5,5.2,3188458,0,2336,0,0,0,"37",2021
"Marc","Guehi","DEF","CRY",4500000,0,123,276706,4,43,0,2,0,0,0,0,123,0,0,0,8,11,0,1,2,416457,0,3222,0,0,0,"37",2021
"Ilkay","Gundogan","MID","MCI",7100000,14,124,1198893,1,10,0,8,0,0,-4,0,124,4,0,0,10,14,0,5,2.6,735419,0,1851,0,0,0,"37",2021
"Jack","Harrison","MID","LEE",5500000,10,117,545835,3,68,0,8,0,0,-5,0,117,5,0,0,12,3,0,1,1.5,323438,0,2638,0,0,0,"37",2021
"Kai","Havertz","MID","CHE",7900000,7,112,2224577,3,18,0,8,0,0,-6,0,112,6,0,0,5,10,0,4,5.8,1767599,0,1802,0,0,0,"37",2021
"Jordan","Henderson","MID","LIV",4900000,2,110,448376,3,22,0,2,0,0,-1,0,110,1,0,0,9,15,0,5,1.8,504006,0,2592,0,0,0,"37",2021
"Rico","Henry","DEF","BRE",4500000,2,108,276061,2,41,0,3,0,0,0,0,108,0,0,0,4,9,0,0,1.2,303575,0,2775,0,0,0,"37",2021
"Pierre-Emile","H?jbjerg","MID","TOT",4800000,3,109,709395,3,34,0,2,0,0,-2,0,109,2,0,0,6,16,0,3,2.6,673058,0,3196,0,0,0,"37",2021
"Danny","Ings","FWD","AVL",7700000,1,106,3904674,4,26,0,7,0,0,-3,0,106,3,0,0,12,10,0,6,9.3,1796002,0,1891,0,0,0,"37",2021
"Reece","James","DEF","CHE",6500000,7,141,4598122,4,22,0,5,0,0,10,0,141,-10,0,0,26,7,0,9,19.1,5506522,1,1863,0,0,1,"37",2021
"Pontus","Jansson","DEF","BRE",4500000,1,122,1107054,7,56,0,3,0,0,0,0,122,0,0,0,13,8,0,4,7,1557057,0,3321,0,0,0,"37",2021
NA,"Jesus","FWD","MCI",8600000,2,120,2505302,1,15,0,8,0,0,1,0,120,-1,0,0,16,11,0,8,10.2,2985403,0,1871,0,0,0,"37",2021
"Raul","Jimenez","FWD","WOL",7500000,5,101,3027938,5,32,0,6,0,0,0,0,101,0,0,0,11,11,0,5,4.2,3042843,0,2630,0,0,2,"37",2021
NA,"Jorginho","MID","CHE",5700000,0,106,1070231,5,16,0,6,0,0,-3,0,106,3,1,0,11,12,0,2,3.9,910993,0,2271,0,0,0,"37",2021
"Diogo","Jota","MID","LIV",8300000,1,175,6115344,3,19,0,15,0,0,8,0,175,-8,0,0,8,14,0,7,17.3,6551305,0,2357,0,0,0,"37",2021
"Harry","Kane","FWD","TOT",12500000,10,192,3536480,5,40,0,17,0,0,0,0,192,0,0,0,23,14,0,11,23.4,4493587,0,3231,0,0,0,"37",2021
"Michael","Keane","DEF","EVE",4600000,0,102,685603,2,54,0,3,0,0,-4,0,102,4,0,0,11,8,0,2,2.7,670104,2,2791,0,0,1,"37",2021
"Max","Kilman","DEF","WOL",4500000,0,106,490622,3,25,0,1,0,0,0,0,106,0,0,0,5,10,0,1,1.3,575476,0,2688,0,0,0,"37",2021
"Aymeric","Laporte","DEF","MCI",6e+06,1,160,1487557,5,24,0,4,0,0,5,0,160,-5,0,0,8,18,0,2,11,2202388,0,2830,0,0,1,"37",2021
"James","Maddison","MID","LEI",6900000,13,181,2992096,3,41,0,12,0,0,-1,0,181,1,0,0,24,5,0,11,16.3,3524725,0,2454,0,0,0,"37",2021
"Riyad","Mahrez","MID","MCI",8600000,1,135,1441796,0,14,0,11,0,0,-4,0,135,4,1,0,12,7,0,7,4,1106374,0,1485,0,0,0,"37",2021
"Sadio","Mane","MID","LIV",11800000,9,183,1077273,5,24,0,16,0,0,-2,0,183,2,0,0,10,17,0,5,4.8,1111702,0,2818,0,0,0,"37",2021
NA,"Martinelli","MID","ARS",5300000,12,110,1158855,1,25,0,6,0,0,-2,0,110,2,0,0,6,7,0,7,3.1,1425921,0,1855,0,0,1,"37",2021
"Joel","Matip","DEF","LIV",5300000,7,170,769424,2,21,0,3,0,0,3,0,170,-3,0,0,20,17,0,3,10.1,1554279,0,2790,0,0,0,"37",2021
"Bryan","Mbeumo","MID","BRE",5200000,2,119,783204,4,47,0,4,0,0,-3,0,119,3,0,0,6,9,0,7,1.9,843273,0,2905,0,0,0,"37",2021
"John","McGinn","MID","AVL",5600000,2,110,356112,8,48,0,3,0,0,-4,0,110,4,0,0,12,10,0,4,1.1,347733,0,3090,0,0,0,"37",2021
"Tyrone","Mings","DEF","AVL",5e+06,0,118,1243549,11,49,0,1,0,0,0,0,118,0,0,0,12,11,0,4,6.9,1115956,0,3188,0,0,0,"37",2021
"Tyrick","Mitchell","DEF","CRY",4500000,6,109,262305,1,43,0,0,0,0,0,0,109,0,0,0,6,10,0,2,1.4,326055,0,3101,0,0,0,"37",2021
"Mason","Mount","MID","CHE",7700000,2,169,4986661,4,25,0,11,0,0,2,0,169,-2,0,0,16,11,0,11,21.9,5186908,0,2358,0,0,0,"37",2021
"Christian","N?rgaard","MID","BRE",5e+06,0,101,209171,8,51,0,3,0,0,0,0,101,0,0,0,5,8,0,4,0.6,212491,0,3054,0,0,0,"37",2021
"Martin","?degaard","MID","ARS",5600000,8,131,1121518,4,39,0,7,0,0,1,0,131,-1,0,0,9,11,0,4,6,1592680,0,2782,0,0,0,"37",2021
"Teemu","Pukki","FWD","NOR",6100000,2,142,1703648,4,79,0,11,0,0,1,0,142,-1,0,0,19,6,0,3,9.6,1980603,0,3253,0,0,0,"37",2021
"Jacob","Ramsey","MID","AVL",4700000,2,109,1224264,6,35,0,6,0,0,2,0,109,-2,0,0,9,12,0,1,4.9,1608958,0,2465,0,0,0,"37",2021
NA,"Raphinha","MID","LEE",6300000,9,145,4412647,7,68,0,11,0,0,-2,0,145,2,0,0,14,5,0,4,11.6,3973218,0,2916,0,0,0,"37",2021
"Sergio","Reguilon","DEF","TOT",5e+06,0,104,3182553,4,25,0,2,0,0,0,0,104,0,0,0,9,9,0,4,7.2,3340792,0,1914,0,0,0,"37",2021
NA,"Richarlison","FWD","EVE",7600000,0,125,2330597,9,46,0,10,0,0,1,0,125,-1,0,0,19,7,0,6,12.3,2445134,0,2522,0,0,0,"37",2021
"Andrew","Robertson","DEF","LIV",7300000,9,186,1082491,5,20,0,3,0,0,3,0,186,-3,0,0,23,17,0,11,11.6,1938795,0,2537,0,0,1,"37",2021
NA,"Rodrigo","MID","MCI",5500000,9,127,228706,5,22,0,7,0,0,0,0,127,0,0,0,9,17,0,2,1.9,327824,0,2884,0,0,0,"37",2021
NA,"Ronaldo","FWD","MUN",12200000,0,159,6056855,8,41,0,18,0,0,-3,0,159,3,0,0,29,8,0,3,18.1,7045959,0,2454,0,0,0,"37",2021
"Antonio","Rudiger","DEF","CHE",6100000,9,150,3653421,9,27,0,3,0,0,6,0,150,-6,0,0,10,15,0,3,18.8,4451212,0,3035,0,0,0,"37",2021
"Allan","Saint-Maximin","FWD","NEW",6700000,5,116,3405914,6,54,0,5,0,0,2,0,116,-2,0,0,15,9,0,7,10.9,3775491,0,2804,0,0,0,"37",2021
"Romain","Saiss","DEF","WOL",4800000,0,109,753395,6,30,0,2,0,0,-2,0,109,2,0,0,6,11,0,0,2.1,862203,0,2706,0,0,0,"37",2021
"Bukayo","Saka","MID","ARS",6700000,5,179,3762118,6,39,0,11,0,0,2,0,179,-2,0,0,18,13,0,9,28.8,5143893,0,2978,0,0,0,"37",2021
"Mohamed","Salah","MID","LIV",13100000,6,265,7654781,1,22,0,23,0,0,6,0,265,-6,1,0,29,17,0,14,41,6539682,0,2758,0,0,0,"37",2021
"Emile","Smith Rowe","MID","ARS",5700000,0,125,3748602,1,28,0,10,0,0,2,0,125,-2,0,0,9,8,0,2,10,3951517,0,1909,0,0,0,"37",2021
"Heung-Min","Son","MID","TOT",11200000,12,258,5720170,2,30,0,23,0,0,12,0,258,-12,0,0,27,18,0,10,35.6,7099486,0,3009,0,0,0,"37",2021
"Tomas","Soucek","MID","WHU",5700000,1,114,961615,3,46,0,5,0,0,-3,0,114,3,0,0,14,6,0,1,3.4,405482,0,3061,0,0,0,"37",2021
"Raheem","Sterling","MID","MCI",10500000,4,163,834017,1,17,0,13,0,0,-5,0,163,5,1,0,15,13,0,7,2.6,785692,0,2121,0,0,0,"37",2021
"Matt","Targett","DEF","NEW",4700000,3,101,888670,3,47,0,1,0,0,-3,0,101,3,0,0,7,9,0,2,2.8,438959,1,2871,0,0,0,"37",2021
NA,"Thiago Silva","DEF","CHE",5600000,2,130,1023523,2,28,0,3,0,0,1,0,130,-1,0,0,14,11,0,1,7.9,1344324,0,2649,0,0,0,"37",2021
"Youri","Tielemans","MID","LEI",6400000,2,120,1194917,3,42,0,6,0,0,-1,0,120,1,0,0,14,6,0,4,3.5,1004798,0,2629,0,0,0,"37",2021
"Kieran","Tierney","DEF","ARS",4900000,0,106,2258262,0,21,0,1,0,0,-1,0,106,1,0,0,11,11,0,3,4.7,2015908,0,1916,0,0,0,"37",2021
"Ivan","Toney","FWD","BRE",6900000,1,139,4651860,8,47,0,12,0,0,4,0,139,-4,0,0,19,8,0,5,18.8,4035001,0,2908,0,0,0,"37",2021
"Leandro","Trossard","MID","BHA",5900000,0,141,755335,2,33,0,8,0,0,-6,0,141,6,0,0,16,11,0,4,2.8,876755,0,2803,0,0,0,"37",2021
"Virgil","van Dijk","DEF","LIV",6800000,0,183,2061419,3,21,0,3,0,0,3,0,183,-3,0,0,13,21,0,3,17.8,2203398,0,3060,0,0,0,"37",2021
"Jamie","Vardy","FWD","LEI",10300000,10,133,4286672,2,27,0,15,0,0,-2,0,133,2,0,0,24,4,0,3,12,3896763,1,1801,0,0,0,"37",2021
